Date,Sales,Year,Month,DayOfWeek,WeekOfYear,Media_movil_7,Media_movil_30
2014-02-11,6056843,2014,2,2,7,6263536.142857143,6291888.2
2014-02-12,6046448,2014,2,3,7,5919173.428571428,6290438.833333333
2014-02-13,6180416,2014,2,4,7,5626909.571428572,6303591.3
2014-02-14,7086640,2014,2,5,7,5485669.857142857,6347165.1
2014-02-15,6293698,2014,2,6,7,5472240.142857143,6366279.5
2014-02-16,190158,2014,2,7,7,5472230.428571428,6161530.6
2014-02-17,10675316,2014,2,1,8,6075645.571428572,6310273.433333334
2014-02-18,8708285,2014,2,2,8,6454423.0,6594690.333333333
2014-02-19,7855918,2014,2,3,8,6712918.714285715,6501593.633333334
2014-02-20,7738889,2014,2,4,8,6935557.714285715,6477049.7
2014-02-21,7862313,2014,2,5,8,7046368.142857143,6473450.5
2014-02-22,6123882,2014,2,6,8,7022108.714285715,6423394.3
2014-02-23,185005,2014,2,7,8,7021372.571428572,6167828.566666666
2014-02-24,6036002,2014,2,1,9,6358613.428571428,6169494.166666667
2014-02-25,5697449,2014,2,2,9,5928494.0,6354070.7
2014-02-26,5960448,2014,2,3,9,5657712.571428572,6363098.466666667
2014-02-27,6006428,2014,2,4,9,5410218.142857143,6370292.666666667
2014-02-28,7874307,2014,2,5,9,5411931.571428572,6439119.933333334
2014-03-01,7088957,2014,3,6,9,5549799.428571428,6464982.9
2014-03-02,225564,2014,3,7,9,5555593.571428572,6207973.266666667
2014-03-03,10254710,2014,3,1,10,6158266.142857143,6318657.933333334
2014-03-04,9211960,2014,3,2,10,6660339.142857143,6618558.6
2014-03-05,8802968,2014,3,3,10,7066413.428571428,6520066.2
2014-03-06,8444592,2014,3,4,10,7414722.571428572,6479836.866666666
2014-03-07,8486290,2014,3,5,10,7502148.714285715,6480813.633333334
2014-03-08,6075937,2014,3,6,10,7357431.571428572,6409136.1
2014-03-09,187110,2014,3,7,10,7351938.142857143,6146195.833333333
2014-03-10,6204784,2014,3,1,11,6773377.285714285,6140098.433333334
2014-03-11,5906003,2014,3,2,11,6301097.714285715,6330624.333333333
2014-03-12,5795093,2014,3,3,11,5871401.285714285,6308747.1
2014-03-13,5898902,2014,3,4,11,5507731.285714285,6303482.4
2014-03-14,6447567,2014,3,5,11,5216485.142857143,6316853.033333333
2014-03-15,6310072,2014,3,6,11,5249933.0,6321174.9
2014-03-16,213125,2014,3,7,11,5253649.428571428,6092057.733333333
2014-03-17,10311703,2014,3,1,12,5840352.142857143,6225991.233333333
2014-03-18,8426401,2014,3,2,12,6200409.0,6500532.666666667
2014-03-19,7849900,2014,3,3,12,6493952.857142857,6406352.133333334
2014-03-20,7179418,2014,3,4,12,6676883.714285715,6355389.9
2014-03-21,7681649,2014,3,5,12,6853181.142857143,6349580.933333334
2014-03-22,6176931,2014,3,6,12,6834161.0,6297515.666666667
2014-03-23,217517,2014,3,7,12,6834788.428571428,6042689.133333334
2014-03-24,6506590,2014,3,1,13,6291200.857142857,6055446.066666666
2014-03-25,5909575,2014,3,2,13,5931654.285714285,6246265.066666666
2014-03-26,5840946,2014,3,3,13,5644660.857142857,6239763.2
2014-03-27,6024721,2014,3,4,13,5479704.142857143,6250672.266666667
2014-03-28,6822072,2014,3,5,13,5356907.428571428,6279393.066666666
2014-03-29,6248819,2014,3,6,13,5367177.142857143,6287472.766666667
2014-03-30,207045,2014,3,7,13,5365681.142857143,6031897.366666666
2014-03-31,12062933,2014,3,1,14,6159444.428571428,6197696.566666666
2014-04-01,9114237,2014,4,2,14,6617253.285714285,6493985.666666667
2014-04-02,8314447,2014,4,3,14,6970610.571428572,6429310.233333333
2014-04-03,8215262,2014,4,4,14,7283545.0,6396086.966666667
2014-04-04,8575005,2014,4,5,14,7533964.0,6388488.2
2014-04-05,6560749,2014,4,6,14,7578525.428571428,6325693.433333334
2014-04-06,223163,2014,4,7,14,7580828.0,6050255.866666666
2014-04-07,6624706,2014,4,1,15,6803938.428571428,6068548.166666667
2014-04-08,6248167,2014,4,2,15,6394499.857142857,6270583.4
2014-04-09,6410230,2014,4,3,15,6122468.857142857,6277431.6
2014-04-10,6524511,2014,4,4,15,5880933.0,6298048.533333333
2014-04-11,6910251,2014,4,5,15,5643111.0,6335220.466666667
2014-04-12,6388099,2014,4,6,15,5618446.714285715,6351527.033333333
2014-04-13,241475,2014,4,7,15,5621062.714285715,6144657.3
2014-04-14,11683139,2014,4,1,16,6343696.0,6323759.533333333
2014-04-15,10668363,2014,4,2,16,6975152.571428572,6672267.466666667
2014-04-16,10024850,2014,4,3,16,7491526.857142857,6662705.7
2014-04-17,10357418,2014,4,4,16,8039085.0,6727072.933333334
2014-04-18,222365,2014,4,5,16,7083672.714285715,6472821.766666667
2014-04-19,8428009,2014,4,6,16,7375088.428571428,6514441.466666667
2014-04-20,186799,2014,4,7,16,7367277.571428572,6264613.133333334
2014-04-21,240988,2014,4,1,17,5732684.571428572,6066748.366666666
2014-04-22,6971756,2014,4,2,17,5204597.857142857,6291889.666666667
2014-04-23,5997676,2014,4,3,17,4629287.285714285,6274925.866666666
2014-04-24,6039156,2014,4,4,17,4012392.714285714,6279245.233333333
2014-04-25,6219955,2014,4,5,17,4869191.285714285,6291878.866666666
2014-04-26,5968493,2014,4,6,17,4517831.857142857,6290004.6
2014-04-27,219630,2014,4,7,17,4522522.0,6069923.2
2014-04-28,10667908,2014,4,1,18,6012082.0,6217226.166666667
2014-04-29,9457130,2014,4,2,18,6367135.428571428,6525562.333333333
2014-04-30,10841040,2014,4,3,18,7059044.571428572,6484832.566666666
2014-05-01,238077,2014,5,4,18,6230319.0,6188960.566666666
2014-05-02,11310699,2014,5,5,18,6957568.142857143,6288835.633333334
2014-05-03,6850332,2014,5,6,18,7083545.142857143,6243337.966666667
2014-05-04,227506,2014,5,7,18,7084670.285714285,5965088.0
2014-05-05,10797063,2014,5,1,19,7103121.0,6106298.466666667
2014-05-06,9073871,2014,5,2,19,7048369.714285715,6401322.066666666
2014-05-07,8451824,2014,5,3,19,6707053.142857143,6462226.0
2014-05-08,8356504,2014,5,4,19,7866828.428571428,6532503.9
2014-05-09,8722646,2014,5,5,19,7497106.571428572,6609584.433333334
2014-05-10,6828031,2014,5,6,19,7493920.714285715,6619701.766666667
2014-05-11,242817,2014,5,7,19,7496108.0,6397453.966666667
2014-05-12,6383523,2014,5,1,20,6865602.285714285,6397301.433333334
2014-05-13,6128627,2014,5,2,20,6444853.142857143,6593539.833333333
2014-05-14,6141038,2014,5,3,20,6114740.857142857,6408803.133333334
2014-05-15,6252912,2014,5,4,20,5814227.714285715,6261621.433333334
2014-05-16,6515173,2014,5,5,20,5498874.428571428,6144632.2
2014-05-17,6052688,2014,5,6,20,5388111.142857143,6001141.2
2014-05-18,234786,2014,5,7,20,5386963.857142857,6001555.233333333
2014-05-19,10104320,2014,5,1,21,5918506.285714285,6057432.266666667
2014-05-20,8264365,2014,5,2,21,6223611.714285715,6326684.466666667
2014-05-21,7727052,2014,5,3,21,6450185.142857143,6576219.933333334
2014-05-22,7517793,2014,5,4,21,6630882.428571428,6594421.166666667
2014-05-23,8177009,2014,5,5,21,6868287.571428572,6667065.6
2014-05-24,6130815,2014,5,6,21,6879448.571428572,6670120.9
2014-05-25,224097,2014,5,7,21,6877921.571428572,6470258.966666667
2014-05-26,6489410,2014,5,1,22,6361505.857142857,6487622.866666666
2014-05-27,6286135,2014,5,2,22,6078901.571428572,6689839.7
2014-05-28,7944392,2014,5,3,22,6109950.142857143,6599055.833333333
2014-05-29,292254,2014,5,4,22,5077730.285714285,6293559.966666667
2014-05-30,9846892,2014,5,5,22,5316285.0,6260421.7
2014-05-31,6880606,2014,5,6,22,5423398.0,6481839.333333333
2014-06-01,264670,2014,6,7,22,5429194.142857143,6113638.366666666
2014-06-02,11662688,2014,6,1,23,6168233.857142857,6274050.233333333
2014-06-03,9598519,2014,6,2,23,6641431.571428572,6586417.333333333
2014-06-04,8807342,2014,6,3,23,6764710.142857143,6520093.3
2014-06-05,8812312,2014,6,4,23,7981861.285714285,6511374.666666667
2014-06-06,8857173,2014,6,5,23,7840472.857142857,6524886.3
2014-06-07,6731210,2014,6,6,23,7819130.571428572,6470709.833333333
2014-06-08,275989,2014,6,7,23,7820747.571428572,6189154.6
2014-06-09,288181,2014,6,1,24,6195818.0,5971159.6
2014-06-10,7416071,2014,6,2,24,5884039.714285715,6210268.066666666
2014-06-11,6688764,2014,6,3,24,5581385.714285715,6220442.766666667
2014-06-12,6939204,2014,6,4,24,5313798.857142857,6247462.0
2014-06-13,7068339,2014,6,5,24,5058251.142857143,6278372.033333333
2014-06-14,6574173,2014,6,6,24,5035817.285714285,6289080.733333333
2014-06-15,238273,2014,6,7,24,5030429.285714285,6079850.733333333
2014-06-16,10692037,2014,6,1,25,6516694.428571428,6234495.7
2014-06-17,9295150,2014,6,2,25,6785134.285714285,6536507.833333333
2014-06-18,9059505,2014,6,3,25,7123811.571428572,6501680.666666667
2014-06-19,3307766,2014,6,4,25,6605034.714285715,6336460.7
2014-06-20,9683407,2014,6,5,25,6978615.857142857,6401672.533333333
2014-06-21,6065789,2014,6,6,25,6905989.571428572,6353272.4
2014-06-22,230668,2014,6,7,25,6904903.142857143,6088394.366666666
2014-06-23,6604967,2014,6,1,26,6321036.0,6104199.433333334
2014-06-24,6040970,2014,6,2,26,5856153.142857143,6298095.2
2014-06-25,5977803,2014,6,3,26,5415910.0,6281041.633333334
2014-06-26,5802491,2014,6,4,26,5772299.285714285,6264920.166666667
2014-06-27,6910940,2014,6,5,26,5376232.571428572,6230471.766666667
2014-06-28,6586535,2014,6,6,26,5450624.857142857,6440281.133333334
2014-06-29,257513,2014,6,7,26,5454459.857142857,6120635.166666667
2014-06-30,13308602,2014,6,1,27,6412122.0,6334901.7
2014-07-01,8240050,2014,7,2,27,6726276.285714285,6600747.7
2014-07-02,7708595,2014,7,3,27,6973532.285714285,6468944.6
2014-07-03,7204662,2014,7,4,27,7173842.428571428,6389149.366666666
2014-07-04,6518718,2014,7,5,27,7117810.714285715,6312861.9
2014-07-05,5377184,2014,7,6,27,6945046.285714285,6198357.633333334
2014-07-06,241423,2014,7,7,27,6942747.714285715,5911165.966666667
2014-07-07,6059587,2014,7,1,28,5907174.142857143,5888778.533333333
2014-07-08,5119383,2014,7,2,28,5461364.571428572,6050225.0
2014-07-09,4959489,2014,7,3,28,5068635.142857143,6205935.266666667
2014-07-10,5729302,2014,7,4,28,4857869.428571428,6149709.633333334
2014-07-11,5791635,2014,7,5,28,4754000.428571428,6119805.333333333
2014-07-12,5329624,2014,7,6,28,4747206.142857143,6066152.666666667
2014-07-13,268130,2014,7,7,28,4751021.428571428,5839479.033333333
2014-07-14,8607714,2014,7,1,29,5115039.571428572,5907263.733333333
2014-07-15,7684994,2014,7,2,29,5481555.428571428,6155487.766666667
2014-07-16,7177840,2014,7,3,29,5798462.714285715,6038347.866666666
2014-07-17,6837176,2014,7,4,29,5956730.428571428,5956415.4
2014-07-18,6647315,2014,7,5,29,6078970.428571428,5876009.066666666
2014-07-19,4689269,2014,7,6,29,5987491.142857143,5922059.166666667
2014-07-20,248092,2014,7,7,29,5984628.571428572,5607548.666666667
2014-07-21,5690785,2014,7,1,30,5567924.428571428,5595048.533333333
2014-07-22,5274595,2014,7,2,30,5223581.714285715,5763179.433333334
2014-07-23,5068787,2014,7,3,30,4922288.428571428,5711973.433333334
2014-07-24,5179026,2014,7,4,30,4685409.857142857,5683241.966666667
2014-07-25,5493418,2014,7,5,30,4520567.428571428,5667095.8
2014-07-26,4887412,2014,7,6,30,4548873.571428572,5636593.166666667
2014-07-27,244638,2014,7,7,30,4548380.142857143,5414383.1
2014-07-28,8536879,2014,7,1,31,4954965.0,5479394.566666666
2014-07-29,7323566,2014,7,2,31,5247675.142857143,5714929.666666667
2014-07-30,7468663,2014,7,3,31,5590514.571428572,5520265.033333333
2014-07-31,8284756,2014,7,4,31,6034190.285714285,5521755.233333333
2014-08-01,7544719,2014,8,5,31,6327233.285714285,5516292.7
2014-08-02,5300445,2014,8,6,31,6386238.0,5452818.8
2014-08-03,273058,2014,8,7,31,6390298.0,5244630.133333334
2014-08-04,9062750,2014,8,1,32,6465422.428571428,5367482.333333333
2014-08-05,7530345,2014,8,2,32,6494962.285714285,5610446.4
2014-08-06,6709611,2014,8,3,32,6386526.285714285,5632113.866666666
2014-08-07,6772684,2014,8,4,32,6170516.0,5687223.9
2014-08-08,6571862,2014,8,5,32,6031536.428571428,5740969.666666667
2014-08-09,4938926,2014,8,6,32,5979890.857142857,5714623.8
2014-08-10,249646,2014,8,7,32,5976546.285714285,5529890.833333333
2014-08-11,5850906,2014,8,1,33,5517711.428571428,5547266.9
2014-08-12,5281785,2014,8,2,33,5196488.571428572,5714388.733333333
2014-08-13,5149918,2014,8,3,33,4973675.285714285,5599128.866666666
2014-08-14,5395023,2014,8,4,33,4776866.571428572,5522796.5
2014-08-15,5595129,2014,8,5,33,4637333.285714285,5470039.466666667
2014-08-16,5021534,2014,8,6,33,4649134.428571428,5409518.066666666
2014-08-17,255808,2014,8,7,33,4650014.714285715,5196467.833333333
2014-08-18,9250961,2014,8,1,34,5135736.857142857,5348524.233333333
2014-08-19,7698449,2014,8,2,34,5480974.571428572,5596869.466666667
2014-08-20,7022798,2014,8,3,34,5748528.857142857,5641269.9
2014-08-21,6616202,2014,8,4,34,5922983.0,5685990.133333334
2014-08-22,6638319,2014,8,5,34,6072010.142857143,5738307.866666666
2014-08-23,4958030,2014,8,6,34,6062938.142857143,5730941.333333333
2014-08-24,248837,2014,8,7,34,6061942.285714285,5556121.966666667
2014-08-25,5750763,2014,8,1,35,5561914.0,5584900.333333333
2014-08-26,5056366,2014,8,2,35,5184473.571428572,5745291.266666667
2014-08-27,5167298,2014,8,3,35,4919402.142857143,5632971.9
2014-08-28,5355611,2014,8,4,35,4739317.714285715,5567373.4
2014-08-29,6562758,2014,8,5,35,4728523.285714285,5537176.566666666
2014-08-30,5643050,2014,8,6,35,4826383.285714285,5449119.7
2014-08-31,274884,2014,8,7,35,4830104.285714285,5206791.866666666
2014-09-01,9737203,2014,9,1,36,5399595.714285715,5354683.8
2014-09-02,7854744,2014,9,2,36,5799364.0,5607406.666666667
2014-09-03,7170145,2014,9,3,36,6085485.0,5544319.833333333
2014-09-04,6799830,2014,9,4,36,6291802.0,5519969.333333333
2014-09-05,6908744,2014,9,5,36,6341228.571428572,5526607.1
2014-09-06,5010762,2014,9,6,36,6250901.714285715,5467876.366666666
2014-09-07,228115,2014,9,7,36,6244220.428571428,5256418.133333334
2014-09-08,5655302,2014,9,1,37,5661091.714285715,5280297.333333333
2014-09-09,5259862,2014,9,2,37,5290394.285714285,5447304.533333333
2014-09-10,5220667,2014,9,3,37,5011897.428571428,5426296.566666666
2014-09-11,5288519,2014,9,4,37,4795995.857142857,5426521.033333333
2014-09-12,5479788,2014,9,5,37,4591859.285714285,5437516.7
2014-09-13,5134569,2014,9,6,37,4609546.0,5428834.9
2014-09-14,243543,2014,9,7,37,4611750.0,5250448.7
2014-09-15,8724338,2014,9,1,38,5050183.714285715,5373875.5
2014-09-16,7191134,2014,9,2,38,5326079.714285715,5605053.033333333
2014-09-17,6513743,2014,9,3,38,5510804.857142857,5513812.433333334
2014-09-18,6397477,2014,9,4,38,5669227.428571428,5470446.7
2014-09-19,6550530,2014,9,5,38,5822190.571428572,5454704.433333334
2014-09-20,4915671,2014,9,6,38,5790919.428571428,5398020.066666666
2014-09-21,242302,2014,9,7,38,5790742.142857143,5184819.5
2014-09-22,5277645,2014,9,1,39,5298357.428571428,5195473.333333333
2014-09-23,4977122,2014,9,2,39,4982070.0,5353082.833333333
2014-09-24,4805992,2014,9,3,39,4738105.571428572,5321590.466666667
2014-09-25,4969583,2014,9,4,39,4534120.714285715,5318697.7
2014-09-26,5320736,2014,9,5,39,4358435.857142857,5323812.3
2014-09-27,4975386,2014,9,6,39,4366966.571428572,5311138.133333334
2014-09-28,220642,2014,9,7,39,4363872.285714285,5099734.266666667
2014-09-29,8548286,2014,9,1,40,4831106.714285715,5196575.466666667
2014-09-30,8893788,2014,9,2,40,5390630.428571428,5483872.266666667
2014-10-01,7702334,2014,10,3,40,5804393.571428572,5416043.3
2014-10-02,8155792,2014,10,4,40,6259566.285714285,5426078.233333333
2014-10-03,307988,2014,10,5,40,5543459.428571428,5197339.666666667
2014-10-04,6426083,2014,10,6,40,5750701.857142857,5184881.433333334
2014-10-05,225796,2014,10,7,40,5751438.142857143,4962116.5
2014-10-06,9028634,2014,10,1,41,5820059.285714285,5096045.566666666
2014-10-07,7332784,2014,10,2,41,5597058.714285715,5332867.866666666
2014-10-08,6869767,2014,10,3,41,5478120.571428572,5373350.033333333
2014-10-09,6816808,2014,10,4,41,5286837.142857143,5425248.233333333
2014-10-10,7047404,2014,10,5,41,6249610.857142857,5486139.466666667
2014-10-11,5190193,2014,10,6,41,6073055.142857143,5482861.933333334
2014-10-12,240423,2014,10,7,41,6075144.714285715,5308216.433333334
2014-10-13,5445980,2014,10,1,42,5563337.0,5318596.8
2014-10-14,5213744,2014,10,2,42,5260617.0,5484270.166666667
2014-10-15,5110401,2014,10,3,42,5009279.0,5363805.6
2014-10-16,5179446,2014,10,4,42,4775370.142857143,5296749.333333333
2014-10-17,5449686,2014,10,5,42,4547124.714285715,5261280.766666667
2014-10-18,4945733,2014,10,6,42,4512201.857142857,5212889.3
2014-10-19,204991,2014,10,7,42,4507140.142857143,5001371.333333333
2014-10-20,8078830,2014,10,1,43,4883261.571428572,5106809.966666667
2014-10-21,6677374,2014,10,2,43,5092351.571428572,5321312.366666666
2014-10-22,6129832,2014,10,3,43,5237984.571428572,5349718.6
2014-10-23,6463607,2014,10,4,43,5421436.142857143,5399268.1
2014-10-24,6523289,2014,10,5,43,5574808.0,5456511.333333333
2014-10-25,4894704,2014,10,6,43,5567518.142857143,5454015.366666666
2014-10-26,219359,2014,10,7,43,5569570.714285715,5283969.466666667
2014-10-27,5508341,2014,10,1,44,5202358.0,5301734.633333334
2014-10-28,5163755,2014,10,2,44,4986126.714285715,5466505.066666666
2014-10-29,5285015,2014,10,3,44,4865438.571428572,5357729.366666666
2014-10-30,6271893,2014,10,4,44,4838050.857142857,5270332.866666666
2014-10-31,6106412,2014,10,5,44,4778497.0,5217135.466666667
2014-11-01,3522395,2014,11,6,44,4582452.857142857,5062688.9
2014-11-02,213741,2014,11,7,44,4581650.285714285,5059547.333333333
2014-11-03,9953793,2014,11,1,45,5216714.857142857,5177137.666666667
2014-11-04,8181287,2014,11,2,45,5647790.857142857,5442320.7
2014-11-05,7493001,2014,11,3,45,5963217.428571428,5391132.933333334
2014-11-06,7184058,2014,11,4,45,6093526.714285715,5386175.4
2014-11-07,7298281,2014,11,5,45,6263793.714285715,5400459.2
2014-11-08,5629423,2014,11,6,45,6564797.714285715,5360879.7
2014-11-09,177774,2014,11,7,45,6559659.571428572,5131892.033333333
2014-11-10,8095306,2014,11,1,46,6294161.428571428,5228729.133333334
2014-11-11,7083145,2014,11,2,46,6137284.0,5456819.866666666
2014-11-12,6686356,2014,11,3,46,6022049.0,5498165.733333333
2014-11-13,6750180,2014,11,4,46,5960066.428571428,5549380.266666667
2014-11-14,7064885,2014,11,5,46,5926724.142857143,5614529.733333333
2014-11-15,5576429,2014,11,6,46,5919153.571428572,5627762.5
2014-11-16,203453,2014,11,7,46,5922822.0,5452888.066666666
2014-11-17,5849735,2014,11,1,47,5602026.142857143,5483021.466666667
2014-11-18,5367537,2014,11,2,47,5356939.285714285,5655106.333333333
2014-11-19,4888765,2014,11,3,47,5100140.571428572,5548770.833333333
2014-11-20,5575878,2014,11,4,47,4932383.142857143,5512054.3
2014-11-21,5816514,2014,11,5,47,4754044.428571428,5501610.366666666
2014-11-22,5522528,2014,11,6,47,4746344.285714285,5470241.066666666
2014-11-23,198298,2014,11,7,47,4745607.857142857,5259408.033333333
2014-11-24,9020315,2014,11,1,48,5198547.857142857,5396928.4
2014-11-25,7868758,2014,11,2,48,5555865.142857143,5651908.366666666
2014-11-26,7518283,2014,11,3,48,5931510.571428572,5718906.433333334
2014-11-27,7867510,2014,11,4,48,6258886.571428572,5809031.6
2014-11-28,9172722,2014,11,5,48,6738344.857142857,5938621.833333333
2014-11-29,7305547,2014,11,6,48,6993061.857142857,5973076.966666667
2014-11-30,242056,2014,11,7,48,6999313.0,5777598.433333334
2014-12-01,10276971,2014,12,1,49,7178835.285714285,6002750.966666667
2014-12-02,8843822,2014,12,2,49,7318130.142857143,6290420.333333333
2014-12-03,8258019,2014,12,3,49,7423806.714285715,6233894.533333333
2014-12-04,8554042,2014,12,4,49,7521882.714285715,6246319.7
2014-12-05,9801856,2014,12,5,49,7611759.0,6323281.533333333
2014-12-06,6479401,2014,12,6,49,7493738.142857143,6299792.966666667
2014-12-07,196469,2014,12,7,49,7487225.714285715,6063065.9
2014-12-08,6560015,2014,12,1,50,6956232.0,6094085.633333334
2014-12-09,6329729,2014,12,2,50,6597075.857142857,6299150.8
2014-12-10,5909802,2014,12,3,50,6261616.285714285,6226300.666666667
2014-12-11,6156944,2014,12,4,50,5919173.714285715,6195427.3
2014-12-12,6501211,2014,12,5,50,5447653.0,6189255.8
2014-12-13,6779226,2014,12,6,50,5490485.142857143,6190224.0
2014-12-14,218670,2014,12,7,50,5493656.714285715,5962016.833333333
2014-12-15,12133381,2014,12,1,51,6289851.857142857,6180581.9
2014-12-16,10621060,2014,12,2,51,6902899.142857143,6527835.466666667
2014-12-17,9483386,2014,12,3,51,7413411.142857143,6648957.166666667
2014-12-18,9808212,2014,12,4,51,7935020.857142857,6796979.666666667
2014-12-19,9518489,2014,12,5,51,8366060.571428572,6951303.8
2014-12-20,7956411,2014,12,6,51,8534229.857142856,7030654.9
2014-12-21,259248,2014,12,7,51,8540026.714285715,6845412.7
2014-12-22,11007641,2014,12,1,52,8379206.714285715,7028249.8
2014-12-23,10712124,2014,12,2,52,8392215.857142856,7378710.666666667
2014-12-24,4612716,2014,12,3,52,7696405.857142857,7231790.7
2014-12-25,155386,2014,12,4,52,6317430.714285715,6974678.3
2014-12-26,205238,2014,12,5,52,4986966.285714285,6730910.133333334
2014-12-27,5710292,2014,12,6,52,4666092.142857143,6659002.866666666
2014-12-28,218071,2014,12,7,52,4660209.714285715,6360514.5
2014-12-29,7291426,2014,12,1,1,4129321.8571428573,6360043.8
2014-12-30,7665743,2014,12,2,1,3694124.5714285714,6607500.033333333
2014-12-31,3895591,2014,12,3,1,3591678.1428571427,6394787.366666666
2015-01-01,130162,2015,1,4,1,3588074.714285714,6104332.033333333
2015-01-02,7561431,2015,1,5,1,4638959.428571428,6081112.433333334
2015-01-03,6150311,2015,1,6,1,4701819.285714285,6000988.066666666
2015-01-04,197193,2015,1,7,1,4698836.714285715,5680832.633333334
2015-01-05,11303805,2015,1,1,2,5272033.714285715,5841646.1
2015-01-06,6791481,2015,1,2,2,5147139.142857143,6061479.833333333
2015-01-07,8621857,2015,1,3,2,5822320.0,6130207.9
2015-01-08,7646645,2015,1,4,2,6896103.285714285,6174105.1
2015-01-09,7945387,2015,1,5,2,6950954.142857143,6241957.933333334
2015-01-10,6277742,2015,1,6,2,6969158.571428572,6245984.533333333
2015-01-11,183367,2015,1,7,2,6967183.428571428,6035389.733333333
2015-01-12,9840664,2015,1,1,3,6758163.285714285,6137437.666666667
2015-01-13,8538569,2015,1,2,3,7007747.285714285,6414767.633333334
2015-01-14,7881690,2015,1,3,3,6902009.142857143,6273044.6
2015-01-15,7774935,2015,1,4,3,6920336.285714285,6178173.766666667
2015-01-16,8456148,2015,1,5,3,6993302.142857143,6143932.5
2015-01-17,6525692,2015,1,6,3,7028723.571428572,6034515.166666667
2015-01-18,195778,2015,1,7,3,7030496.571428572,5723758.133333334
2015-01-19,6386391,2015,1,1,4,6537029.0,5671424.133333334
2015-01-20,5744162,2015,1,2,4,6137828.0,5854254.6
2015-01-21,5882045,2015,1,3,4,5852164.428571428,5683401.4
2015-01-22,5933913,2015,1,4,4,5589161.285714285,5524127.7
2015-01-23,6326166,2015,1,5,4,5284878.142857143,5581242.7
2015-01-24,5811369,2015,1,6,4,5182832.0,5769775.466666667
2015-01-25,179028,2015,1,7,4,5180439.142857143,5768901.8
2015-01-26,9401803,2015,1,1,5,5611212.285714285,5891952.166666667
2015-01-27,8392342,2015,1,2,5,5989523.714285715,6164427.866666666
2015-01-28,7930037,2015,1,3,5,6282094.0,6185714.9
2015-01-29,8024066,2015,1,4,5,6580687.285714285,6197659.0
2015-01-30,9454954,2015,1,5,5,7027657.0,6382971.1
2015-01-31,7354597,2015,1,6,5,7248118.142857143,6623785.6
2015-02-01,225556,2015,2,7,5,7254765.0,6379256.433333334
2015-02-02,10291172,2015,2,1,6,7381817.714285715,6517285.133333334
2015-02-03,8904680,2015,2,2,6,7455008.857142857,6807534.7
2015-02-04,8136074,2015,2,3,6,7484442.714285715,6701943.666666667
2015-02-05,7973916,2015,2,4,6,7477278.428571428,6741358.166666667
2015-02-06,8439787,2015,2,5,6,7332254.571428572,6735289.166666667
2015-02-07,6594669,2015,2,6,6,7223693.428571428,6700223.3
2015-02-08,208209,2015,2,7,6,7221215.285714285,6442317.366666666
2015-02-09,6477197,2015,2,1,7,6676361.714285715,6448965.866666666
2015-02-10,6345089,2015,2,2,7,6310705.857142857,6654356.6
2015-02-11,6393495,2015,2,3,7,6061766.0,6539450.966666667
2015-02-12,6151076,2015,2,4,7,5801360.285714285,6459867.866666666
2015-02-13,7212357,2015,2,5,7,5626013.142857143,6437556.766666667
2015-02-14,6701361,2015,2,6,7,5641254.857142857,6401770.966666667
2015-02-15,217257,2015,2,7,7,5642547.428571428,6127141.266666667
2015-02-16,9321996,2015,2,1,8,6048947.285714285,6220351.4
2015-02-17,8299474,2015,2,2,8,6328145.142857143,6490474.6
2015-02-18,8058390,2015,2,3,8,6565987.285714285,6546207.9
2015-02-19,8031173,2015,2,4,8,6834572.571428572,6622441.6
2015-02-20,8094451,2015,2,5,8,6960586.0,6696188.466666667
2015-02-21,6290922,2015,2,6,8,6901951.857142857,6708088.766666667
2015-02-22,199419,2015,2,7,8,6899403.571428572,6503863.866666666
2015-02-23,5984980,2015,2,1,9,6422687.0,6509650.9
2015-02-24,6021986,2015,2,2,9,6097331.571428572,6704416.166666667
2015-02-25,6028364,2015,2,3,9,5807327.857142857,6591968.2
2015-02-26,6471718,2015,2,4,9,5584548.571428572,6527947.4
2015-02-27,7778945,2015,2,5,9,5539476.285714285,6522911.0
2015-02-28,7421745,2015,2,6,9,5701022.428571428,6502833.633333334
2015-03-01,228942,2015,3,7,9,5705240.0,6195299.9
2015-03-02,10933146,2015,3,1,10,6412120.857142857,6314584.866666666
2015-03-03,9234921,2015,3,2,10,6871111.571428572,6614897.033333333
2015-03-04,8421680,2015,3,3,10,7213013.857142857,6552580.633333334
2015-03-05,8263354,2015,3,4,10,7468961.857142857,6531203.1
2015-03-06,8504508,2015,3,5,10,7572613.714285715,6543484.233333333
2015-03-07,6565020,2015,3,6,10,7450224.428571428,6496521.033333333
2015-03-08,201341,2015,3,7,10,7446281.428571428,6221906.166666667
2015-03-09,6765029,2015,3,1,11,6850836.142857143,6227584.833333333
2015-03-10,6211021,2015,3,2,11,6418850.428571428,6427678.566666666
2015-03-11,6272025,2015,3,3,11,6111756.857142857,6420839.5
2015-03-12,6376255,2015,3,4,11,5842171.285714285,6421878.366666666
2015-03-13,6942094,2015,3,5,11,5618969.285714285,6440165.0
2015-03-14,6625997,2015,3,6,11,5627680.285714285,6455995.7
2015-03-15,244505,2015,3,7,11,5633846.571428572,6223733.966666667
2015-03-16,10877344,2015,3,1,12,6221320.142857143,6362933.4
2015-03-17,8792886,2015,3,2,12,6590158.0,6648787.7
